date_measured,temperature
2022-06-08 23:09:15+09,32.625
2022-06-08 23:14:15+09,31.4375
2022-06-08 23:19:15+09,30.5
2022-06-08 23:24:15+09,31.625
2022-06-08 23:29:15+09,31.9375
2022-06-08 23:34:15+09,32.1875
2022-06-08 23:39:15+09,32.875
2022-06-08 23:44:15+09,31.75
2022-06-08 23:49:15+09,31.625
2022-06-08 23:54:15+09,32.3125
2022-06-08 23:59:15+09,31.25
2022-06-09 00:04:15+09,32.625
2022-06-09 00:09:15+09,33.125
2022-06-09 00:14:15+09,33.875
2022-06-09 00:19:15+09,34.0625
2022-06-09 00:24:15+09,34.375
2022-06-09 00:29:15+09,34.75
2022-06-09 00:34:15+09,34.9375
2022-06-09 00:39:15+09,35.0625
2022-06-09 00:44:15+09,35.125
2022-06-09 00:49:15+09,35.1875
2022-06-09 00:54:15+09,34.1875
2022-06-09 00:59:15+09,34.5625
2022-06-09 01:04:15+09,33.25
2022-06-09 01:09:15+09,33.0625
2022-06-09 01:14:15+09,32.9375
2022-06-09 01:19:15+09,32.9375
2022-06-09 01:24:15+09,32.9375
2022-06-09 01:29:15+09,32.4375
2022-06-09 01:34:15+09,31.9375
2022-06-09 01:39:15+09,32.5625
2022-06-09 01:44:15+09,32.6875
2022-06-09 01:49:15+09,32.3125
2022-06-09 01:54:15+09,31.875
2022-06-09 01:59:15+09,31.625
2022-06-09 02:04:15+09,31.8125
2022-06-09 02:09:15+09,32.5625
2022-06-09 02:14:15+09,32.5
2022-06-09 02:19:15+09,33.1875
2022-06-09 02:24:15+09,33.75
2022-06-09 02:29:15+09,34.0625
2022-06-09 02:34:15+09,34.25
2022-06-09 02:39:15+09,34.5
2022-06-09 02:44:15+09,34.6875
2022-06-09 02:49:15+09,34.75
2022-06-09 02:54:15+09,34.8125
2022-06-09 02:59:15+09,32.3125
2022-06-09 03:04:15+09,32.0625
2022-06-09 03:09:15+09,32.3125
2022-06-09 03:14:15+09,32.125
2022-06-09 03:19:15+09,31.9375
2022-06-09 03:24:15+09,33.625
2022-06-09 03:29:15+09,33.4375
2022-06-09 03:34:15+09,33.5625
2022-06-09 03:39:15+09,33.375
2022-06-09 03:44:15+09,33.4375
2022-06-09 03:49:15+09,34.0625
2022-06-09 03:54:15+09,34.3125
2022-06-09 03:59:15+09,34.5
2022-06-09 04:04:15+09,32.25
2022-06-09 04:09:15+09,33.75
2022-06-09 04:14:15+09,34.375
2022-06-09 04:19:15+09,34.6875
2022-06-09 04:24:15+09,34.875
2022-06-09 04:29:15+09,35
2022-06-09 04:34:15+09,35.0625
2022-06-09 04:39:15+09,33.375
2022-06-09 04:44:15+09,34.1875
2022-06-09 04:49:15+09,33.8125
2022-06-09 04:54:15+09,33.9375
2022-06-09 04:59:15+09,33.4375
2022-06-09 05:04:15+09,33.5
2022-06-09 05:09:15+09,33.125
2022-06-09 05:14:15+09,34.1875
2022-06-09 05:19:15+09,34.25
2022-06-09 05:24:15+09,34.3125
2022-06-09 05:29:15+09,34.75
2022-06-09 05:34:15+09,34.75
2022-06-09 05:39:15+09,34.9375
2022-06-09 05:44:15+09,34.9375
2022-06-09 05:49:15+09,34.625
2022-06-09 05:54:15+09,34.875
2022-06-09 05:59:15+09,34.9375
2022-06-09 06:04:15+09,34.9375
2022-06-09 06:09:15+09,34.9375
2022-06-09 06:14:15+09,34.9375
2022-06-09 06:19:15+09,34.75
2022-06-09 06:24:15+09,34
2022-06-09 06:29:15+09,33
2022-06-09 06:34:15+09,32.75
2022-06-09 06:39:15+09,33.8125
2022-06-09 06:44:15+09,34.3125
2022-06-09 06:49:15+09,33.0625
2022-06-09 06:54:15+09,32.1875
2022-06-09 06:59:15+09,34.1875
2022-06-09 07:04:15+09,34.25
2022-06-09 07:09:15+09,34.1875
2022-06-09 07:14:15+09,34.1875
2022-06-09 07:19:15+09,34
2022-06-09 07:24:15+09,33
2022-06-09 07:29:15+09,32.8125
2022-06-09 07:34:15+09,33.8125
2022-06-09 07:39:15+09,34.25
2022-06-09 07:44:15+09,34.5
2022-06-09 07:49:15+09,34.5625
2022-06-09 07:54:15+09,34.625
2022-06-09 07:59:15+09,34.8125
2022-06-09 08:04:15+09,34.9375
2022-06-09 08:09:15+09,34.9375
2022-06-09 08:14:15+09,35.1875
2022-06-09 08:19:15+09,35.375
2022-06-09 08:24:15+09,35.4375
2022-06-09 08:29:15+09,34.9375
2022-06-09 08:34:15+09,35.1875
2022-06-09 08:39:15+09,35.125
2022-06-09 08:44:15+09,34.875
2022-06-09 08:49:15+09,34.8125
2022-06-09 08:54:15+09,35
2022-06-09 08:59:15+09,35.3125
2022-06-09 09:04:15+09,34.8125
2022-06-09 09:09:15+09,34.4375
2022-06-09 09:14:15+09,34.5
2022-06-09 09:19:15+09,34.875
2022-06-09 09:24:15+09,35.0625
2022-06-09 09:29:15+09,35.25
2022-06-09 09:34:15+09,34.375
2022-06-09 09:39:15+09,34.125
2022-06-09 09:44:15+09,34.875
2022-06-09 09:49:15+09,34.625
2022-06-09 09:54:15+09,34.4375
2022-06-09 09:59:15+09,34.4375
2022-06-09 10:04:15+09,34.75
2022-06-09 10:09:15+09,35.3125
2022-06-09 10:14:15+09,35.1875
2022-06-09 10:19:15+09,34.9375
2022-06-09 10:24:15+09,34.75
2022-06-09 10:29:15+09,35.25
2022-06-09 10:34:15+09,34.75
2022-06-09 10:39:15+09,35.0625
2022-06-09 10:44:15+09,35.5
2022-06-09 10:49:15+09,33.75
2022-06-09 10:54:15+09,34.5
2022-06-09 10:59:15+09,34.1875
2022-06-09 11:04:15+09,35.25
2022-06-09 11:09:15+09,30.125
2022-06-09 11:14:15+09,28.875
2022-06-09 11:19:15+09,28.0625
2022-06-09 11:24:15+09,28.75
2022-06-09 11:29:15+09,27.9375
2022-06-09 11:34:15+09,28.125
2022-06-09 11:39:15+09,30.125
2022-06-09 11:44:15+09,31
2022-06-09 11:49:15+09,31.875
2022-06-09 11:54:15+09,32.5625
2022-06-09 11:59:15+09,32.8125
2022-06-09 12:04:15+09,32.875
2022-06-09 12:09:15+09,32.625
2022-06-09 12:14:15+09,32.75
2022-06-09 12:19:15+09,33
2022-06-09 12:24:15+09,33.1875
2022-06-09 12:29:15+09,33.0625
2022-06-09 12:34:15+09,33.1875
2022-06-09 12:39:15+09,33.125
2022-06-09 12:44:15+09,33.5
2022-06-09 12:49:15+09,33.5
2022-06-09 12:54:15+09,33.125
2022-06-09 12:59:15+09,33.5
2022-06-09 13:04:15+09,33.625
2022-06-09 13:09:15+09,33.875
2022-06-09 13:14:15+09,33.9375
2022-06-09 13:19:15+09,33.5
2022-06-09 13:24:15+09,33.4375
2022-06-09 13:29:15+09,33.375
2022-06-09 13:34:15+09,33.1875
2022-06-09 13:39:15+09,33.375
2022-06-09 13:44:15+09,33.5
2022-06-09 13:49:15+09,33.375
2022-06-09 13:54:15+09,33.375
2022-06-09 13:59:15+09,33.625
2022-06-09 14:04:15+09,34
2022-06-09 14:09:15+09,33.5625
2022-06-09 14:14:15+09,34.3125
2022-06-09 14:19:15+09,35.125
2022-06-09 14:24:15+09,34.4375
2022-06-09 14:29:15+09,35.3125
2022-06-09 14:34:15+09,34
2022-06-09 14:39:15+09,33.8125
2022-06-09 14:44:15+09,33.875
2022-06-09 14:49:15+09,33.25
2022-06-09 14:54:15+09,33.75
2022-06-09 14:59:15+09,34.0625
2022-06-09 15:04:15+09,34.1875
2022-06-09 15:09:15+09,33.5
2022-06-09 15:14:15+09,33
2022-06-09 15:19:15+09,34.25
2022-06-09 15:24:15+09,33.625
2022-06-09 15:29:15+09,33.4375
2022-06-09 15:34:15+09,34.5
2022-06-09 15:39:15+09,33.5625
2022-06-09 15:44:15+09,34.5
2022-06-09 15:49:15+09,34.8125
2022-06-09 15:54:15+09,35
2022-06-09 15:59:15+09,34.5625
2022-06-09 16:04:15+09,34.4375
2022-06-09 16:09:15+09,34.25
2022-06-09 16:14:15+09,34.125
2022-06-09 16:19:15+09,34.625
2022-06-09 16:24:15+09,34.25
2022-06-09 16:29:15+09,34.5
2022-06-09 16:34:15+09,34.4375
2022-06-09 16:39:15+09,34.5
2022-06-09 16:44:15+09,34.625
2022-06-09 16:49:15+09,34.3125
2022-06-09 16:54:15+09,34.125
2022-06-09 16:59:15+09,34.4375
2022-06-09 17:04:15+09,34.6875
2022-06-09 17:09:15+09,34.875
2022-06-09 17:14:15+09,35
2022-06-09 17:19:15+09,34.9375
2022-06-09 17:24:15+09,35
2022-06-09 17:29:15+09,34.875
2022-06-09 17:34:15+09,35
2022-06-09 17:39:15+09,35.125
2022-06-09 17:44:15+09,35.0625
2022-06-09 17:49:15+09,34.9375
2022-06-09 17:54:15+09,34.625
2022-06-09 17:59:15+09,34.9375
2022-06-09 18:04:15+09,35.0625
2022-06-09 18:09:15+09,34.8125
2022-06-09 18:14:15+09,34.875
2022-06-09 18:19:15+09,34.4375
2022-06-09 18:24:15+09,34.125
2022-06-09 18:29:15+09,33.875
2022-06-09 18:34:15+09,33.875
2022-06-09 18:39:15+09,34.3125
2022-06-09 18:44:15+09,34.125
2022-06-09 18:49:15+09,33.8125
2022-06-09 18:54:15+09,34.1875
2022-06-09 18:59:15+09,33.9375
2022-06-09 19:04:15+09,33.75
2022-06-09 19:09:15+09,33.625
2022-06-09 19:14:15+09,34.5625
2022-06-09 19:19:15+09,34.625
2022-06-09 19:24:15+09,34.6875
2022-06-09 19:29:15+09,34.6875
2022-06-09 19:34:15+09,34.9375
2022-06-09 19:39:15+09,34.875
2022-06-09 19:44:15+09,34.75
2022-06-09 19:49:15+09,34.0625
2022-06-09 19:54:15+09,32.9375
2022-06-09 19:59:15+09,32.3125
2022-06-09 20:04:15+09,32.4375
2022-06-09 20:09:15+09,32.6875
2022-06-09 20:14:15+09,33.5
2022-06-09 20:19:15+09,33.8125
2022-06-09 20:24:15+09,33.8125
2022-06-09 20:29:15+09,34.0625
2022-06-09 20:34:15+09,33.875
2022-06-09 20:39:15+09,33.3125
2022-06-09 20:44:15+09,33.8125
2022-06-09 20:49:15+09,34
2022-06-09 20:54:15+09,33.9375
2022-06-09 20:59:15+09,35.875
2022-06-09 21:04:15+09,39.0625
2022-06-09 21:09:15+09,39.6875
2022-06-09 21:14:15+09,40.625
2022-06-09 21:19:15+09,34.1875
2022-06-09 21:24:15+09,39.9375
2022-06-09 21:29:15+09,31.5
2022-06-09 21:34:15+09,31.4375
2022-06-09 21:39:15+09,31.4375
2022-06-09 21:44:15+09,30.25
2022-06-09 21:49:15+09,31.9375
2022-06-09 21:54:15+09,32
2022-06-09 21:59:15+09,29.3125
2022-06-09 22:04:15+09,29.5625
2022-06-09 22:09:15+09,30
2022-06-09 22:14:15+09,32.375
2022-06-09 22:19:15+09,33.25
2022-06-09 22:24:15+09,33.75
2022-06-09 22:29:15+09,34.0625
2022-06-09 22:34:15+09,33.6875
2022-06-09 22:39:15+09,33.5625
2022-06-09 22:44:15+09,34.0625
2022-06-09 22:49:15+09,33.75
2022-06-09 22:54:15+09,32.6875
2022-06-09 22:59:15+09,33
2022-06-09 23:04:15+09,34.0625
2022-06-09 23:09:15+09,33.875
2022-06-09 23:14:15+09,34.0625
2022-06-09 23:19:15+09,34.125
2022-06-09 23:24:15+09,34.25
2022-06-09 23:29:15+09,34.5
2022-06-09 23:34:15+09,34.625
2022-06-09 23:39:15+09,33.75
2022-06-09 23:44:15+09,32.5625
2022-06-09 23:49:15+09,33.375
2022-06-09 23:54:15+09,33.6875
2022-06-09 23:59:15+09,32.375
2022-06-10 00:04:15+09,32.75
2022-06-10 00:09:15+09,32.5625
2022-06-10 00:14:15+09,33.875
2022-06-10 00:19:15+09,34
2022-06-10 00:24:15+09,33.625
2022-06-10 00:29:15+09,33.875
2022-06-10 00:34:15+09,34
2022-06-10 00:39:15+09,33.9375
2022-06-10 00:44:15+09,33.9375
2022-06-10 00:49:15+09,34
2022-06-10 00:54:15+09,34.0625
2022-06-10 00:59:15+09,34
2022-06-10 01:04:15+09,33.875
2022-06-10 01:09:15+09,33.9375
2022-06-10 01:14:15+09,33.875
2022-06-10 01:19:15+09,33.875
2022-06-10 01:24:15+09,33.3125
2022-06-10 01:29:15+09,33.375
2022-06-10 01:34:15+09,32.25
2022-06-10 01:39:15+09,31.875
2022-06-10 01:44:15+09,32.0625
2022-06-10 01:49:15+09,31.625
2022-06-10 01:54:15+09,33.4375
2022-06-10 01:59:15+09,32.4375
2022-06-10 02:04:15+09,32.9375
2022-06-10 02:09:15+09,32.5625
2022-06-10 02:14:15+09,32.4375
2022-06-10 02:19:15+09,31.75
2022-06-10 02:24:15+09,31.625
2022-06-10 02:29:15+09,31.4375
2022-06-10 02:34:15+09,31.5625
2022-06-10 02:39:15+09,31.625
2022-06-10 02:44:15+09,31.5625
2022-06-10 02:49:15+09,31.5625
2022-06-10 02:54:15+09,31.375
2022-06-10 02:59:15+09,32.375
2022-06-10 03:04:15+09,33.125
2022-06-10 03:09:15+09,33.625
2022-06-10 03:14:15+09,34
2022-06-10 03:19:15+09,34.5625
2022-06-10 03:24:15+09,34.5625
2022-06-10 03:29:15+09,33.875
2022-06-10 03:34:15+09,34.25
2022-06-10 03:39:15+09,34.8125
2022-06-10 03:44:15+09,35
2022-06-10 03:49:15+09,35.0625
2022-06-10 03:54:15+09,35.125
2022-06-10 03:59:15+09,35.25
2022-06-10 04:04:15+09,35.375
2022-06-10 04:09:15+09,35.375
2022-06-10 04:14:15+09,35.4375
2022-06-10 04:19:15+09,35.5
2022-06-10 04:24:15+09,35.5625
2022-06-10 04:29:15+09,35.5625
2022-06-10 04:34:15+09,35.5625
2022-06-10 04:39:15+09,35.625
2022-06-10 04:44:15+09,33.125
2022-06-10 04:49:15+09,33.5625
2022-06-10 04:54:15+09,33.3125
2022-06-10 04:59:15+09,32.625
2022-06-10 05:04:15+09,33.4375
2022-06-10 05:09:15+09,33.625
2022-06-10 05:14:15+09,33.6875
2022-06-10 05:19:15+09,33.6875
2022-06-10 05:24:15+09,32.3125
2022-06-10 05:29:15+09,32.1875
2022-06-10 05:34:15+09,33.5
2022-06-10 05:39:15+09,34.0625
2022-06-10 05:44:15+09,34.5
2022-06-10 05:49:15+09,34.8125
2022-06-10 05:54:15+09,34.9375
2022-06-10 05:59:15+09,34.875
2022-06-10 06:04:15+09,34.4375
2022-06-10 06:09:15+09,33.375
2022-06-10 06:14:15+09,32.375
2022-06-10 06:19:15+09,32.9375
2022-06-10 06:24:15+09,32.5
2022-06-10 06:29:15+09,32.875
2022-06-10 06:34:15+09,32.5625
2022-06-10 06:39:15+09,32.0625
2022-06-10 06:44:15+09,33.875
2022-06-10 06:49:15+09,34.1875
2022-06-10 06:54:15+09,32.625
2022-06-10 06:59:15+09,32.4375
2022-06-10 07:04:15+09,33.125
2022-06-10 07:09:15+09,33.1875
2022-06-10 07:14:15+09,34.0625
2022-06-10 07:19:15+09,34.4375
2022-06-10 07:24:15+09,34.6875
2022-06-10 07:29:15+09,34.875
2022-06-10 07:34:15+09,35
2022-06-10 07:39:15+09,35.125
2022-06-10 07:44:15+09,35.0625
2022-06-10 07:49:15+09,35.0625
2022-06-10 07:54:15+09,35.125
2022-06-10 07:59:15+09,35.125
2022-06-10 08:04:15+09,35.1875
2022-06-10 08:09:15+09,35.1875
2022-06-10 08:14:15+09,35.25
2022-06-10 08:19:15+09,35.25
2022-06-10 08:24:15+09,34.8125
2022-06-10 08:29:15+09,34.875
2022-06-10 08:34:15+09,34.4375
2022-06-10 08:39:15+09,33.625
2022-06-10 08:44:15+09,34.1875
2022-06-10 08:49:15+09,33.8125
2022-06-10 08:54:15+09,33.8125
2022-06-10 08:59:15+09,34.875
2022-06-10 09:04:15+09,35.25
2022-06-10 09:09:15+09,35.4375
2022-06-10 09:14:15+09,35.5625
2022-06-10 09:19:15+09,35.625
2022-06-10 09:24:15+09,35.5625
2022-06-10 09:29:15+09,35.0625
2022-06-10 09:34:15+09,35.25
2022-06-10 09:39:15+09,35.625
2022-06-10 09:44:15+09,35.8125
2022-06-10 09:49:15+09,35.8125
2022-06-10 09:54:15+09,35.875
2022-06-10 09:59:15+09,34.9375
2022-06-10 10:04:15+09,34.3125
2022-06-10 10:09:15+09,34
2022-06-10 10:14:15+09,33.625
2022-06-10 10:19:15+09,33.5625
2022-06-10 10:24:15+09,33.3125
2022-06-10 10:29:15+09,32.875
2022-06-10 10:34:15+09,33.1875
2022-06-10 10:39:15+09,34
2022-06-10 10:44:15+09,33.0625
2022-06-10 10:49:15+09,34.5
2022-06-10 10:54:15+09,33.5625
2022-06-10 10:59:15+09,33.5
2022-06-10 11:04:15+09,33.9375
2022-06-10 11:09:15+09,34.125
2022-06-10 11:14:15+09,34.4375
2022-06-10 11:19:15+09,33.6875
2022-06-10 11:24:15+09,33.4375
2022-06-10 11:29:15+09,33.75
2022-06-10 11:34:15+09,33.3125
2022-06-10 11:39:15+09,33.25
2022-06-10 11:44:15+09,33.1875
2022-06-10 11:49:15+09,33.5
2022-06-10 11:54:15+09,33.125
2022-06-10 11:59:15+09,33.8125
2022-06-10 12:04:15+09,34.3125
2022-06-10 12:09:15+09,34.3125
2022-06-10 12:14:15+09,33.375
2022-06-10 12:19:15+09,33.6875
2022-06-10 12:24:15+09,33.6875
2022-06-10 12:29:15+09,33.75
2022-06-10 12:34:15+09,33.375
2022-06-10 12:39:15+09,33.75
2022-06-10 12:44:15+09,34.25
2022-06-10 12:49:15+09,34.0625
2022-06-10 12:54:15+09,33.9375
2022-06-10 12:59:15+09,34.5625
2022-06-10 13:04:15+09,33.75
2022-06-10 13:09:15+09,32.75
2022-06-10 13:14:15+09,34.9375
2022-06-10 13:19:15+09,33.6875
2022-06-10 13:24:15+09,33.8125
2022-06-10 13:29:15+09,33.875
2022-06-10 13:34:15+09,34.375
2022-06-10 13:39:15+09,34.1875
2022-06-10 13:44:15+09,34.25
2022-06-10 13:49:15+09,34.5
2022-06-10 13:54:15+09,33.8125
2022-06-10 13:59:15+09,33.4375
2022-06-10 14:04:15+09,33.375
2022-06-10 14:09:15+09,34.25
2022-06-10 14:14:15+09,34.4375
2022-06-10 14:19:15+09,34.0625
2022-06-10 14:24:15+09,33.9375
2022-06-10 14:29:15+09,34.125
2022-06-10 14:34:15+09,34
2022-06-10 14:39:15+09,34.125
2022-06-10 14:44:15+09,34.375
2022-06-10 14:49:15+09,34.5
2022-06-10 14:54:15+09,34.3125
2022-06-10 14:59:15+09,34.25
2022-06-10 15:04:15+09,34.25
2022-06-10 15:09:15+09,34.75
2022-06-10 15:14:15+09,34.875
2022-06-10 15:19:15+09,34.9375
2022-06-10 15:24:15+09,34.875
2022-06-10 15:29:15+09,34.75
2022-06-10 15:34:15+09,34.3125
2022-06-10 15:39:15+09,34.25
2022-06-10 15:44:15+09,33.875
2022-06-10 15:49:15+09,33.8125
2022-06-10 15:54:15+09,34.125
2022-06-10 15:59:15+09,34.5625
2022-06-10 16:04:15+09,34.6875
2022-06-10 16:09:15+09,34.25
2022-06-10 16:14:15+09,34.125
2022-06-10 16:19:15+09,34.5
2022-06-10 16:24:15+09,34.6875
2022-06-10 16:29:15+09,34.25
2022-06-10 16:34:15+09,34.5
2022-06-10 16:39:15+09,34.8125
2022-06-10 16:44:15+09,34.4375
2022-06-10 16:49:15+09,34.5
2022-06-10 16:54:15+09,34.9375
2022-06-10 16:59:15+09,34.375
2022-06-10 17:04:15+09,34
2022-06-10 17:09:15+09,34.3125
2022-06-10 17:14:15+09,34.5625
2022-06-10 17:19:17+09,34.4375
2022-06-10 17:24:17+09,34.6875
2022-06-10 17:29:17+09,34.375
2022-06-10 17:34:17+09,34.4375
2022-06-10 17:39:17+09,34.4375
2022-06-10 17:44:17+09,34.3125
2022-06-10 17:49:17+09,34.375
2022-06-10 17:54:17+09,34.4375
2022-06-10 17:59:17+09,34.4375
2022-06-10 18:04:17+09,33.9375
2022-06-10 18:09:17+09,34.1875
2022-06-10 18:14:17+09,34.25
2022-06-10 18:19:17+09,34.1875
2022-06-10 18:24:17+09,34.1875
2022-06-10 18:29:17+09,34.3125
2022-06-10 18:34:17+09,34.25
2022-06-10 18:39:17+09,34.25
2022-06-10 18:44:17+09,34.4375
2022-06-10 18:49:17+09,34.5
2022-06-10 18:54:17+09,34.75
2022-06-10 18:59:17+09,34.5625
2022-06-10 19:04:17+09,34.75
2022-06-10 19:09:17+09,34.5625
2022-06-10 19:14:17+09,34.6875
2022-06-10 19:19:17+09,34.8125
2022-06-10 19:24:17+09,34.625
2022-06-10 19:29:17+09,34.75
2022-06-10 19:34:17+09,34.75
2022-06-10 19:39:17+09,34.375
2022-06-10 19:44:17+09,33.9375
2022-06-10 19:49:17+09,34
2022-06-10 19:54:17+09,33.875
2022-06-10 19:59:17+09,34.0625
2022-06-10 20:04:17+09,33.9375
2022-06-10 20:09:17+09,34.25
2022-06-10 20:14:17+09,33.75
2022-06-10 20:19:17+09,34.3125
2022-06-10 20:24:17+09,33.9375
2022-06-10 20:29:17+09,34
2022-06-10 20:34:17+09,34.125
2022-06-10 20:39:17+09,32.8125
2022-06-10 20:44:17+09,34.125
2022-06-10 20:49:17+09,33.8125
2022-06-10 20:54:17+09,33.9375
2022-06-10 20:59:17+09,34.1875
2022-06-10 21:04:17+09,33.8125
2022-06-10 21:09:17+09,34
2022-06-10 21:14:17+09,32.1875
2022-06-10 21:19:17+09,33.125
2022-06-10 21:24:17+09,33.6875
2022-06-10 21:29:17+09,33
2022-06-10 21:34:17+09,33.625
2022-06-10 21:39:17+09,33.625
2022-06-10 21:44:17+09,33.3125
2022-06-10 21:49:17+09,33.375
2022-06-10 21:54:17+09,33.75
2022-06-10 21:59:17+09,34.125
2022-06-10 22:04:17+09,33.6875
2022-06-10 22:09:17+09,34
2022-06-10 22:14:17+09,34.375
2022-06-10 22:19:17+09,34.0625
2022-06-10 22:24:17+09,34.1875
2022-06-10 22:29:17+09,34
2022-06-10 22:34:17+09,34.125
2022-06-10 22:39:17+09,34.375
2022-06-10 22:44:17+09,33.8125
2022-06-10 22:49:17+09,34
2022-06-10 22:54:17+09,33.9375
2022-06-10 22:59:17+09,34.25
2022-06-10 23:04:17+09,34.5
2022-06-10 23:09:17+09,34.1875
2022-06-10 23:14:17+09,33.8125
2022-06-10 23:19:17+09,33.6875
2022-06-10 23:24:17+09,33.9375
2022-06-10 23:29:17+09,33.3125
2022-06-10 23:34:17+09,34
2022-06-10 23:39:17+09,33.8125
2022-06-10 23:44:17+09,33.25
2022-06-10 23:49:17+09,33.75
2022-06-10 23:54:17+09,33.3125
2022-06-10 23:59:17+09,33.4375
2022-06-11 00:04:17+09,33.375
2022-06-11 00:09:17+09,33.25
2022-06-11 00:14:17+09,33.1875
2022-06-11 00:19:17+09,33.3125
2022-06-11 00:24:17+09,33.1875
2022-06-11 00:29:17+09,33.6875
2022-06-11 00:34:17+09,33.5
2022-06-11 00:39:17+09,33.25
2022-06-11 00:44:17+09,33.25
2022-06-11 00:49:17+09,32.5
2022-06-11 00:54:17+09,32.3125
2022-06-11 00:59:17+09,32.5625
2022-06-11 01:04:17+09,32.75
2022-06-11 01:09:17+09,33
2022-06-11 01:14:17+09,33.5
2022-06-11 01:19:17+09,33.75
2022-06-11 01:24:17+09,34.0625
2022-06-11 01:29:17+09,33.75
2022-06-11 01:34:17+09,33.5
2022-06-11 01:39:17+09,33.875
2022-06-11 01:44:17+09,33.625
2022-06-11 01:49:17+09,34.125
2022-06-11 01:54:17+09,33.5
2022-06-11 01:59:17+09,33.375
2022-06-11 02:04:17+09,33.5
2022-06-11 02:09:17+09,33.25
2022-06-11 02:14:17+09,30.9375
2022-06-11 02:19:17+09,31.8125
2022-06-11 02:24:19+09,32
2022-06-11 02:29:19+09,32.25
2022-06-11 02:34:19+09,31.75
2022-06-11 02:39:19+09,31.6875
2022-06-11 02:44:19+09,33.0625
2022-06-11 02:49:19+09,33.9375
2022-06-11 02:54:19+09,34
2022-06-11 02:59:19+09,34.6875
2022-06-11 03:04:19+09,34.9375
2022-06-11 03:09:19+09,34.4375
2022-06-11 03:14:19+09,34.4375
2022-06-11 03:19:19+09,34.875
2022-06-11 03:24:19+09,35.1875
2022-06-11 03:29:19+09,34.9375
2022-06-11 03:34:19+09,35.25
2022-06-11 03:39:19+09,34.625
2022-06-11 03:44:19+09,34.3125
2022-06-11 03:49:19+09,34.1875
2022-06-11 03:54:19+09,33.5625
2022-06-11 03:59:19+09,33.3125
2022-06-11 04:04:19+09,32.9375
2022-06-11 04:09:19+09,33.1875
2022-06-11 04:14:19+09,32.625
2022-06-11 04:19:19+09,32.4375
2022-06-11 04:24:19+09,32.375
2022-06-11 04:29:19+09,33.25
2022-06-11 04:34:19+09,33.25
2022-06-11 04:39:19+09,33.25
2022-06-11 04:44:19+09,32.8125
2022-06-11 04:49:19+09,33.125
2022-06-11 04:54:19+09,33.5625
2022-06-11 04:59:19+09,33.875
2022-06-11 05:04:19+09,32.75
2022-06-11 05:09:19+09,32.5625
2022-06-11 05:14:19+09,33
2022-06-11 05:19:19+09,32.8125
2022-06-11 05:24:19+09,33.125
2022-06-11 05:29:19+09,33
2022-06-11 05:34:19+09,32.375
2022-06-11 05:39:19+09,32.375
2022-06-11 05:44:19+09,33.5
2022-06-11 05:49:19+09,34.375
2022-06-11 05:54:19+09,34.6875
2022-06-11 05:59:19+09,34.9375
2022-06-11 06:04:19+09,35
2022-06-11 06:09:19+09,35.125
2022-06-11 06:14:19+09,35.1875
2022-06-11 06:19:19+09,34.625
2022-06-11 06:24:19+09,33.25
2022-06-11 06:29:19+09,32.9375
2022-06-11 06:34:19+09,34.125
2022-06-11 06:39:19+09,34.125
2022-06-11 06:44:19+09,34.75
2022-06-11 06:49:19+09,34.4375
2022-06-11 06:54:19+09,33.1875
2022-06-11 06:59:19+09,34.5625
2022-06-11 07:04:19+09,34.6875
2022-06-11 07:09:19+09,34.6875
2022-06-11 07:14:19+09,34.625
2022-06-11 07:19:19+09,34.5625
2022-06-11 07:24:19+09,34.9375
2022-06-11 07:29:19+09,34.875
2022-06-11 07:34:19+09,33.875
2022-06-11 07:39:19+09,33.125
2022-06-11 07:44:19+09,32.9375
2022-06-11 07:49:19+09,32.8125
2022-06-11 07:54:19+09,32.75
2022-06-11 07:59:19+09,34.5
2022-06-11 08:04:19+09,34.375
2022-06-11 08:09:19+09,34.4375
2022-06-11 08:14:19+09,33.3125
2022-06-11 08:19:19+09,32.9375
2022-06-11 08:24:19+09,33.375
2022-06-11 08:29:19+09,33.875
2022-06-11 08:34:19+09,32.8125
2022-06-11 08:39:19+09,33.8125
2022-06-11 08:44:19+09,33.75
2022-06-11 08:49:19+09,33.8125
2022-06-11 08:54:19+09,34.5625
2022-06-11 08:59:19+09,33.1875
2022-06-11 09:04:19+09,32.8125
2022-06-11 09:09:19+09,32.6875
2022-06-11 09:14:19+09,32.625
2022-06-11 09:19:19+09,32.5
2022-06-11 09:24:19+09,32.4375
2022-06-11 09:29:19+09,32.4375
2022-06-11 09:34:19+09,32.4375
2022-06-11 09:39:19+09,32.125
2022-06-11 09:44:19+09,33.1875
2022-06-11 09:49:19+09,33.125
2022-06-11 09:54:19+09,32.3125
2022-06-11 09:59:19+09,32.4375
2022-06-11 10:04:19+09,31.875
2022-06-11 10:09:19+09,33.0625
2022-06-11 10:14:19+09,33.625
2022-06-11 10:19:19+09,34.0625
2022-06-11 10:24:19+09,34.375
2022-06-11 10:29:19+09,34.75
2022-06-11 10:34:19+09,33.9375
2022-06-11 10:39:19+09,34.9375
2022-06-11 10:44:19+09,35.25
2022-06-11 10:49:19+09,35.375
2022-06-11 10:54:19+09,35.5625
2022-06-11 10:59:19+09,35.5625
2022-06-11 11:04:19+09,35.75
2022-06-11 11:09:19+09,35.8125
2022-06-11 11:14:19+09,35.8125
